customer_name,year,asof_date,arr
Mohr LLC,2020,2020-01-01,2179.0
Morissette Group,2020,2020-01-01,13694.0
Morissette Inc,2020,2020-01-01,1672.0
"Morissette, Purdy and Mraz",2020,2020-01-01,806.0
Mosciski Inc,2020,2020-01-01,868.0
"Mosciski, Legros and Hirthe",2020,2020-01-01,1010.0
Mueller LLC,2020,2020-01-01,2081.0
Muller - Reichert,2020,2020-01-01,678.0
Muller - Spinka,2020,2020-01-01,131.36
"Muller, Durgan and Schumm",2020,2020-01-01,553.25
Murphy Group,2020,2020-01-01,2408.0
Murphy-Rosemont,2020,2020-01-01,21117.94
Murray LLC,2020,2020-01-01,1945.67
Nader Group,2020,2020-01-01,4681.0
Nader LLC,2020,2020-01-01,7292.0
Nitzsche-Kulas,2020,2020-01-01,191.52
"Norman, Lakin and Lesch",2020,2020-01-01,4740.2
Norman-Hahn,2020,2020-01-01,1549.0
"O'Connell, Agarwalms and Windler",2020,2020-01-01,12517.0
O'Hara-Waelchi,2020,2020-01-01,312.0
"O'Kon, Hoppe and Johnston",2020,2020-01-01,3529.0
Olson-Gaverman,2020,2020-01-01,71.0
Olson-Kuvalis,2020,2020-01-01,1078.0
Orn - Brown,2020,2020-01-01,1752.0
Osinski - Kilback,2020,2020-01-01,5543.0
Pacocha Inc,2020,2020-01-01,697.0
Pagac - Fay,2020,2020-01-01,5225.0
Pagac-Hessel,2020,2020-01-01,5272.0
Parisian Inc,2020,2020-01-01,2826.75
Parker Inc,2020,2020-01-01,377.0
"Parker, Ledner and Kassulke",2020,2020-01-01,9933.21
Pollich-Keebler,2020,2020-01-01,263.0
Pouros - Ward,2020,2020-01-01,4534.0
Powlowski - Hilpert,2020,2020-01-01,1140.0
Powlowski-Cummings,2020,2020-01-01,137.0
"Prohaska, D'Amore and Keebler",2020,2020-01-01,1635.0
"Prohaska, Jaskolski and Yost",2020,2020-01-01,65.0
"Prohaska, Kunze and Konopelski",2020,2020-01-01,8132.61
Prohaska-DuBuque,2020,2020-01-01,2792.0
Purdy Group,2020,2020-01-01,572.57
Purdy LLC,2020,2020-01-01,5006.0
"Purdy, Deckow and Stoltenberg",2020,2020-01-01,93.0
"Purdy, Howe and Cassin",2020,2020-01-01,4905.44
"Purdy, Schneider and Quitzon",2020,2020-01-01,187.0
"Quigley, Hill and Green",2020,2020-01-01,512.0
"Quigley, Veum and Reilly",2020,2020-01-01,20378.0
Quigley-O'Kon,2020,2020-01-01,1117.0
Quigley-Rolfson,2020,2020-01-01,265.0
"Quitzon, Bon and Trantow",2020,2020-01-01,2423.0
"Rath, Casper and Jerde",2020,2020-01-01,7198.0
"Rath, Harris and Beatty",2020,2020-01-01,34029.97
"Ratke, McGlynn and Botsford",2020,2020-01-01,690.0
Rau Group,2020,2020-01-01,32810.0
Rau Ltd,2020,2020-01-01,2115.0
Raynor - Gusikowski,2020,2020-01-01,7196.0
Raynor-Crooks,2020,2020-01-01,367.0
Raynor-Ruecker,2020,2020-01-01,437.0
Reichel-Heidenreich,2020,2020-01-01,244.0
Reichel-Keeling,2020,2020-01-01,2001.04
Reichert - Hirthe,2020,2020-01-01,14248.0
Reichert and Sons,2020,2020-01-01,1305.0
"Reichert, Kuvalis and Collins",2020,2020-01-01,1486.07
Reichert-Goyette,2020,2020-01-01,1104.76
Reichert-Skiles,2020,2020-01-01,996.0
Rempel-Renner,2020,2020-01-01,900.0
Renner - Kozey,2020,2020-01-01,2495.0
Reynolds - Goodwin,2020,2020-01-01,4921.47
Reynolds Inc,2020,2020-01-01,21458.79
Reynolds LLC,2020,2020-01-01,965.22
"Rice, Champlin and Lindgren",2020,2020-01-01,879.0
Rippin Inc,2020,2020-01-01,111.0
Rippin and Sons,2020,2020-01-01,6001.0
Robel Group,2020,2020-01-01,2043.0
Robel Inc,2020,2020-01-01,1254.0
Rodriguez-Rice,2020,2020-01-01,729.0
Romaguera-Spinka,2020,2020-01-01,14306.0
Roob-Dibbert,2020,2020-01-01,270.0
Roob-Hoppe,2020,2020-01-01,2514.57
Rosenbaum - Hermiston,2020,2020-01-01,5463.79
Rosenbaum Inc,2020,2020-01-01,458.0
Rosenbaum-Ziemann,2020,2020-01-01,4640.0
Rowe - Kuphal,2020,2020-01-01,262.0
"Rowe, Wyman and Rau",2020,2020-01-01,6.0
Ruecker and Sons,2020,2020-01-01,1141.0
"Rumsfeld, Batz and Heaney",2020,2020-01-01,2133.16
"Rumsfeld, Bogan and Canten",2020,2020-01-01,7291.98
"Runolfsson, Shanahan and Gammendor",2020,2020-01-01,13552.0
"Runolfsson, Stark and Larkin",2020,2020-01-01,2674.0
Russel - Botsford,2020,2020-01-01,2583.0
Russel-Barrows,2020,2020-01-01,1346.0
"Rutherford, Gupta and Purdy",2020,2020-01-01,114.0
Satterfield Group,2020,2020-01-01,74.0
Sauer Ltd,2020,2020-01-01,303.0
Sauer and Sons,2020,2020-01-01,810.0
"Sauer, Marks and Hettinger",2020,2020-01-01,3948.01
Sawayn - Ortiz,2020,2020-01-01,8511.32
Schaden PLC,2020,2020-01-01,259.36
"SchamBundelr, Kirlin and Schuppe",2020,2020-01-01,80.19
Schimmel LLC,2020,2020-01-01,600.0
"Schimmel, Harvey and Murray",2020,2020-01-01,3042.0
Schimmel-Hintz,2020,2020-01-01,3033.0
Schinner Group,2020,2020-01-01,1937.31
Schmeler - Little,2020,2020-01-01,2043.0
Schmeler PLC,2020,2020-01-01,3785.37
"Schmeler, Schmitt and Frami",2020,2020-01-01,728.0
Schmitt PLC,2020,2020-01-01,931.0
"Schneider, Champlin and O'Connell",2020,2020-01-01,9746.0
SchoStantner - Ritchie,2020,2020-01-01,3097.0
SchoStantner Group,2020,2020-01-01,6031.0
"SchoStantner, McKinnon and Nicolas",2020,2020-01-01,89.0
Schroeder-Leffler,2020,2020-01-01,1150.0
Schulist Inc,2020,2020-01-01,6182.0
"Schulist, Luettgen and Miller",2020,2020-01-01,64.0
Schumm Group,2020,2020-01-01,1495.0
Schumm and Sons,2020,2020-01-01,126.0
"Schumm, Gerlach and Runolfsson",2020,2020-01-01,7469.0
Schuppe-Hills,2020,2020-01-01,2075.0
Schuster-Lind,2020,2020-01-01,1820.0
Senger-Ondricka,2020,2020-01-01,87.0
Shields-Keebler,2020,2020-01-01,270.0
Sipes PLC,2020,2020-01-01,334.0
Sipes-Ryan,2020,2020-01-01,275.0
Smith - Rice,2020,2020-01-01,7081.0
Smitham Group,2020,2020-01-01,11252.0
Smitham PLC,2020,2020-01-01,1268.0
Smitham and Sons,2020,2020-01-01,989.0
"Smitham, Collier and Kozey",2020,2020-01-01,26.0
"Spinka, McClure and Reilly",2020,2020-01-01,1120.0
Sporer - Hills,2020,2020-01-01,859.68
Sporer LLC,2020,2020-01-01,3138.0
"Sporer, Huel and Cremin",2020,2020-01-01,277.0
Stamm PLC,2020,2020-01-01,60.0
Stamm-Conn,2020,2020-01-01,2888.0
"Stanton, Ernser and Crona",2020,2020-01-01,1300.0
"Stanton, Homenick and Donnelly",2020,2020-01-01,6624.0
Stanton-Bednar,2020,2020-01-01,33684.0
Stark LLC,2020,2020-01-01,1150.0
Stark and Sons,2020,2020-01-01,8767.0
"Steuber, Doyle and Bode",2020,2020-01-01,3092.0
Stiedemann Group,2020,2020-01-01,10197.0
Stoltenberg Group,2020,2020-01-01,4278.0
"Stroman, McGlynn and Luettgen",2020,2020-01-01,462.27
"Thiel, Yost and Mante",2020,2020-01-01,746.0
Torp Ltd,2020,2020-01-01,3885.08
Torphy-Nienow,2020,2020-01-01,350.0
Towne - Kub,2020,2020-01-01,900.0
"Trantow, Dickens and Rogahn",2020,2020-01-01,836.0
"Treutel, Kihn and Kutch",2020,2020-01-01,31.0
Tromp-Frami,2020,2020-01-01,1774.0
Turcotte - Kling,2020,2020-01-01,118.67
"Turcotte, Feest and Windler",2020,2020-01-01,28589.0
"Turcotte, Kuhic and Keeling",2020,2020-01-01,3616.0
Ullrich Inc,2020,2020-01-01,2117.0
Upton - Johnston,2020,2020-01-01,5521.0
Upton and Sons,2020,2020-01-01,342.0
"Upton, Terry and Kunze",2020,2020-01-01,1573.0
Vandervort - Upton,2020,2020-01-01,23505.0
"Vandervort, Waelchi and Fahey",2020,2020-01-01,1180.0
"Veum, Pollich and Kuvalis",2020,2020-01-01,4319.0
Waters and Sons,2020,2020-01-01,1369.93
Watsica PLC,2020,2020-01-01,147.0
"Watsica, Boone and Kulas",2020,2020-01-01,867.29
"Watsica, Frami and Kemmer",2020,2020-01-01,1198.0
Wehner Group,2020,2020-01-01,8153.0
Wehner Inc,2020,2020-01-01,3445.43
"Welch, Welch and Farrell",2020,2020-01-01,180.51
West and Sons,2020,2020-01-01,960.0
"West, Toy and Cummings",2020,2020-01-01,1750.0
West-Kihn,2020,2020-01-01,30.0
West-Witting,2020,2020-01-01,44449.03
White Inc,2020,2020-01-01,847.0
Wintheiser Inc,2020,2020-01-01,3179.0
"Wintheiser, Howe and Wisoky",2020,2020-01-01,6605.0
"Wolff, Kihn and Hagenes",2020,2020-01-01,9041.0
Wuckert Group,2020,2020-01-01,115.0
Wuckert-Hane,2020,2020-01-01,19.0
Wunsch LLC,2020,2020-01-01,891.0
Zamber-Cassle,2020,2020-01-01,527.0
Zamber-Wehner,2020,2020-01-01,3969.0
Zboncak-Bradtke,2020,2020-01-01,377.0
Zemlak-Littel,2020,2020-01-01,3632.0
Ziemann PLC,2020,2020-01-01,231.0
Zieme-Hermann,2020,2020-01-01,6604.0
Agarwaliamson - Hartmann,2021,2021-01-01,17631.17
Agarwaliamson - Wuckert,2021,2021-01-01,3840.0
Agarwalms - Nitzsche,2021,2021-01-01,5278.46
Altenwerth - Rosenbaum,2021,2021-01-01,1341.68
"Altenwerth, Beahan and Buckridge",2021,2021-01-01,4710.17
"Altenwerth, Kautzer and Cole",2021,2021-01-01,2790.0
Ankunding Inc,2021,2021-01-01,9385.72
"Auer, Jones and Agarwal",2021,2021-01-01,9590.66
"Auer, Rippin and Kris",2021,2021-01-01,4085.19
Aufderhar Group,2021,2021-01-01,5085.51
Aufderhar LLC,2021,2021-01-01,10317.27
Aufderhar and Sons,2021,2021-01-01,674.85
"Avelona,, Jacuz and Mikhael",2021,2021-01-01,13302.45
Balistreri - Ondricka,2021,2021-01-01,1163.19
Barrows LLC,2021,2021-01-01,1153.99
"Barrows, Raynor and Funk",2021,2021-01-01,3252.09
"Barrows, Tromp and Bahringer",2021,2021-01-01,9561.0
"Bartell, Cremin and Kuvalis",2021,2021-01-01,10017.45
"Bartoletti, Hodkiewicz and Sanford",2021,2021-01-01,714.96
Barton - Jerde,2021,2021-01-01,5365.93
"Barton, Cassle and Stamm",2021,2021-01-01,7638.31
"Barton, Heidenreich and Witting",2021,2021-01-01,7896.43
Bashirian - Mante,2021,2021-01-01,6866.81
"Bashirian, MacGyver and Gleichner",2021,2021-01-01,4252.19
"Bashirian, Nader and Rosenbaum",2021,2021-01-01,6880.85
"Bashirian, Pollich and Paucek",2021,2021-01-01,1632.47
Batz - Aufderhar,2021,2021-01-01,11269.88
Batz - Simonis,2021,2021-01-01,4270.0
Baumbach - Simonis,2021,2021-01-01,45316.78
Baumbach and Sons,2021,2021-01-01,1036.0
Bayer - Miller,2021,2021-01-01,7611.2
"Bayer, Adams and Hilll",2021,2021-01-01,2080.7
Beahan Inc,2021,2021-01-01,3963.0
Beahan and Sons,2021,2021-01-01,7585.78
Bednar and Sons,2021,2021-01-01,2375.51
Beer - Belfact,2021,2021-01-01,513.41
Beer - Ruecker,2021,2021-01-01,705.93
Beier Inc,2021,2021-01-01,2431.67
Belfact LLC,2021,2021-01-01,90.25
Belfact and Sons,2021,2021-01-01,3725.07
"Belfact, Balistreri and Kreiger",2021,2021-01-01,10368.41
"Belfact, Wintheiser and Beatty",2021,2021-01-01,6694.34
Benjamin Batterbond,2021,2021-01-01,22772.39
"Bernhard, Schmidt and Pfannerstill",2021,2021-01-01,121.0
"Bernier, Metz and Fay",2021,2021-01-01,43223.43
"Bernier, West and Pimpernel",2021,2021-01-01,993.0
Bins LLC,2021,2021-01-01,5635.53
Blanda - Borer,2021,2021-01-01,2662.97
Blick - Harvey,2021,2021-01-01,3310.07
"Blick, Bernier and Flatley",2021,2021-01-01,3683.58
"Blick, O'Reilly and Pfannerstill",2021,2021-01-01,9842.97
"Block, Kassulke and Murray",2021,2021-01-01,1984.9
"Block, Windler and Schmidt",2021,2021-01-01,8625.54
Bode - McClure,2021,2021-01-01,560.54
"Bode, Agarwal and Deckow",2021,2021-01-01,13060.97
"Bode, Bartoletti and Schultz",2021,2021-01-01,8702.62
Boehm - Romaguera,2021,2021-01-01,165.45
Boehm Group,2021,2021-01-01,225.0
Bogan - Rohan,2021,2021-01-01,1428.0
Bogisich and Sons,2021,2021-01-01,42.12
"Bon, Smith and Kuhic",2021,2021-01-01,8958.0
Boone Inc,2021,2021-01-01,4544.45
Bosco - Adams,2021,2021-01-01,2814.71
"Bosco, Pagac and Mackerrel",2021,2021-01-01,6751.5
"Botsford, Goodwin and Weber",2021,2021-01-01,3941.8
Bradtke - Goyette,2021,2021-01-01,8528.4
Bradtke and Sons,2021,2021-01-01,29972.37
Brakus - Schimmel,2021,2021-01-01,2046.61
Brakus - Stantner,2021,2021-01-01,1803.94
Brakus Group,2021,2021-01-01,4326.85
Breitenberg Group,2021,2021-01-01,1066.92
"Breitenberg, Stroman and Heaney",2021,2021-01-01,9646.41
Bruen - Schinner,2021,2021-01-01,1900.21
Bundel - Klocko,2021,2021-01-01,807.21
Bundel - Reichert,2021,2021-01-01,2217.54
"Bundel, Mauston and Haag",2021,2021-01-01,488.0
Butler LLC,2021,2021-01-01,10630.7
"Butler, Veum and Pouros",2021,2021-01-01,7131.54
Canten - Gerlach,2021,2021-01-01,2812.71
Canten - Larson,2021,2021-01-01,1682.61
"Canten, Agarwaliamson and Corkery",2021,2021-01-01,83199.61
Cassle - Hirthe,2021,2021-01-01,7337.33
Cassle and Sons,2021,2021-01-01,8547.42
Cerner Group,2021,2021-01-01,1997.47
"Cerner, Farrell and White",2021,2021-01-01,2101.76
Champlin - Emmerich,2021,2021-01-01,5286.48
Chechauski Inc,2021,2021-01-01,20152.21
Chechauski LLC,2021,2021-01-01,7203.73
"Chechauski, Huels and Kunze",2021,2021-01-01,6211.08
"Chechauski, Jaskolski and Corkery",2021,2021-01-01,4321.85
Christiansen and Sons,2021,2021-01-01,4124.3
Collier - O'Kon,2021,2021-01-01,221.61
Collier - Skiles,2021,2021-01-01,44367.22
Collier LLC,2021,2021-01-01,15101.37
"Collier, Conn and Dooley",2021,2021-01-01,3883.33
"Collier, Ortiz and Marquardt",2021,2021-01-01,30842.5
Collins - Dooley,2021,2021-01-01,7869.56
Collins - Rosenbaum,2021,2021-01-01,17323.73
"Collins, Casper and Rogahn",2021,2021-01-01,792.0
"Collins, Fahey and Mackerrel",2021,2021-01-01,13591.62
Conroy LLC,2021,2021-01-01,357.98
Considine Group,2021,2021-01-01,2565.55
"Considine, Kuphal and Johnson",2021,2021-01-01,17.05
"Cormier, Powlowski and Murazik",2021,2021-01-01,3497.58
Corwin LLC,2021,2021-01-01,190.52
Crist - Pagac,2021,2021-01-01,5885.0
Crist Group,2021,2021-01-01,5029.78
"Crist, Ondricka and DuBuque",2021,2021-01-01,18647.09
Crona - Cassin,2021,2021-01-01,1387.0
Crona - Dickens,2021,2021-01-01,7497.54
Cronin - Lehner,2021,2021-01-01,18413.45
"Cronin, Frost and Ratke",2021,2021-01-01,16646.57
Crooks LLC,2021,2021-01-01,1918.25
"Cummerata, Greenholt and Rogahn",2021,2021-01-01,11351.1
"Cummerata, Legros and Kohler",2021,2021-01-01,20258.51
Cummings - Kilback,2021,2021-01-01,2845.8
Cummings - Kuphal,2021,2021-01-01,6196.96
"Cummings, Pollich and Hoppe",2021,2021-01-01,57389.98
D'Amore Group,2021,2021-01-01,79918.71
D'Amore and Sons,2021,2021-01-01,2805.69
"D'Amore, Bechel and Bechel",2021,2021-01-01,1155.16
"D'Amore, Bernier and Canten",2021,2021-01-01,25345.0
Dach Inc,2021,2021-01-01,2509.88
Daniel - Dietrich,2021,2021-01-01,1185.0
"Daniel, MacGyver and Ernser",2021,2021-01-01,7097.45
"Daniel, Roberts and Weimann",2021,2021-01-01,4992.0
Davis and Sons,2021,2021-01-01,39983.54
Deckow - Deckow,2021,2021-01-01,2127.0
Deckow - Kulas,2021,2021-01-01,4861.06
Deckow LLC,2021,2021-01-01,13179.94
Deckow and Sons,2021,2021-01-01,5012.73
"Deckow, Rempel and Orn",2021,2021-01-01,752.06
Denesik and Sons,2021,2021-01-01,8940.42
"Dibbert, Flatley and Mitchell",2021,2021-01-01,2425.0
Dicki - Wilderman,2021,2021-01-01,39030.86
"Dicki, Bosco and Rempel",2021,2021-01-01,22137.1
Dickinson Inc,2021,2021-01-01,1622.45
Dietrich - Klocko,2021,2021-01-01,14205.89
"Dietrich, Larson and Murazik",2021,2021-01-01,56013.28
Donnelly and Sons,2021,2021-01-01,1255.0
Dooley Group,2021,2021-01-01,4087.2
"Dooley, Purdy and Mayert",2021,2021-01-01,626.72
Douglas - Kozey,2021,2021-01-01,9588.0
Douglas - Schaden,2021,2021-01-01,95226.39
Douglas - Zamber,2021,2021-01-01,8805.12
"Douglas, Rolfson and Gammendor",2021,2021-01-01,1497.07
Ebert - Lowe,2021,2021-01-01,3336.14
Ebert - Sawayn,2021,2021-01-01,862.0
Effertz Group,2021,2021-01-01,11459.39
Effertz Inc,2021,2021-01-01,5444.92
"Emmerich, Block and Huel",2021,2021-01-01,474.0
Erdman - MacGyver,2021,2021-01-01,1596.06
Erdman Group,2021,2021-01-01,3129.79
Erdman LLC,2021,2021-01-01,64.18
Erdman and Sons,2021,2021-01-01,1314.09
"Erdman, Bode and Beier",2021,2021-01-01,2216.95
"Erdman, Schaden and Bechel",2021,2021-01-01,15851.32
Fadel LLC,2021,2021-01-01,5002.71
Fahey and Sons,2021,2021-01-01,869.38
"Fahey, Collins and Labadie",2021,2021-01-01,1822.99
"Farrell, Fahey and Funk",2021,2021-01-01,7002.18
Fay Group,2021,2021-01-01,1098.01
Fay Inc,2021,2021-01-01,14970.01
Fay LLC,2021,2021-01-01,2690.37
"Fay, Hauck and Oberbrunner",2021,2021-01-01,6948.04
"Fay, White and Ziemann",2021,2021-01-01,4814.19
Feeney - Lemke,2021,2021-01-01,1801.94
Feil - Breitenberg,2021,2021-01-01,20601.45
Feil - Dickens,2021,2021-01-01,7032.36
"Feil, Norman and Mayer",2021,2021-01-01,4208.53
Flatley - Tanner,2021,2021-01-01,12486.21
Frami Group,2021,2021-01-01,83133.93
"Frami, Hackett and Rohan",2021,2021-01-01,13995.47
Franecki Inc,2021,2021-01-01,7275.93
Friesen Group,2021,2021-01-01,598.28
Frost - Rumsfeld,2021,2021-01-01,1467.02
Frost Group,2021,2021-01-01,3509.61
"Frost, Olson and Schmeler",2021,2021-01-01,21264.26
Funk - McClure,2021,2021-01-01,1767.84
Funk LLC,2021,2021-01-01,67704.49
Gammendor - Agarwal,2021,2021-01-01,31367.94
Gammendor - Frost,2021,2021-01-01,16620.1
Gammendor - O'Reilly,2021,2021-01-01,860.0
Gaverman - Boyer,2021,2021-01-01,367.01
Gaverman - Erdman,2021,2021-01-01,3712.72
Gaylord Group,2021,2021-01-01,13582.25
"Gaylord, Fay and Frost",2021,2021-01-01,19956.68
"Gerhold, Moen and D'Amore",2021,2021-01-01,2.0
Gerlach and Sons,2021,2021-01-01,3343.39
"Gerlach, Crist and Mueller",2021,2021-01-01,4241.62
Gibson Group,2021,2021-01-01,13374.65
"Gillespie, Ankunding and Schuster",2021,2021-01-01,18955.0
Gislason Group,2021,2021-01-01,25724.91
Gislason LLC,2021,2021-01-01,3293.02
Gleason Group,2021,2021-01-01,21772.0
Gleason and Sons,2021,2021-01-01,6814.67
Gleichner - Homenick,2021,2021-01-01,221.0
Gleichner - Lockman,2021,2021-01-01,792.17
"Gleichner, Nikolaus and Raynor",2021,2021-01-01,4235.03
Glover Inc,2021,2021-01-01,231.63
Goldner Inc,2021,2021-01-01,745.04
"Goldner, White and Bundel",2021,2021-01-01,7227.97
Goodwin and Sons,2021,2021-01-01,4647.73
"Goodwin, O'Reilly and Buckridge",2021,2021-01-01,163870.27
Gorczany - Roob,2021,2021-01-01,1650.52
"Gorczany, Wolf and Rodriguez",2021,2021-01-01,8911.41
Gottlieb - Huel,2021,2021-01-01,27187.82
Gottlieb - Smitham,2021,2021-01-01,3735.17
"Gottlieb, Breitenberg and Connelly",2021,2021-01-01,2690.69
"Gottlieb, Sawayn and Jacobs",2021,2021-01-01,291.8
"Goyette, Kerluke and Rempel",2021,2021-01-01,3967.87
Grady Inc,2021,2021-01-01,1638.49
Grady LLC,2021,2021-01-01,7779.31
Graham Group,2021,2021-01-01,214.94
Graham Inc,2021,2021-01-01,2242.15
Graham and Sons,2021,2021-01-01,29366.86
"Graham, Rempel and Boyer",2021,2021-01-01,5195.23
Grant Inc,2021,2021-01-01,13126.96
Grant LLC,2021,2021-01-01,22372.3
Greenfelder - Schmitt,2021,2021-01-01,9609.33
Greenholt - Farrell,2021,2021-01-01,8341.87
Greenholt LLC,2021,2021-01-01,9133.74
"Grimes, Kshlerin and Connelly",2021,2021-01-01,6763.18
Gupta - Agarwal,2021,2021-01-01,18377.36
Gupta - Hessel,2021,2021-01-01,875.4
Gupta Group,2021,2021-01-01,3768.06
Gupta LLC,2021,2021-01-01,5881.12
"Gupta,Agarwal and Nolan",2021,2021-01-01,6945.03
Gusikowski Inc,2021,2021-01-01,1898.2
Gutkowski - Sauer,2021,2021-01-01,4741.99
Gutkowski and Sons,2021,2021-01-01,2283.26
"Gutkowski, Windler and Kunze",2021,2021-01-01,4503.68
Gutmann - Larkin,2021,2021-01-01,1983.43
"Gutmann, Brakus and Rutherford",2021,2021-01-01,1059.0
"Gutmann, Fadel and Klein",2021,2021-01-01,2552.82
Haag and Sons,2021,2021-01-01,6374.0
Hableton - Hintz,2021,2021-01-01,2336.4
Hackett LLC,2021,2021-01-01,2345.43
Hahn - Shields,2021,2021-01-01,3438.17
"Hahn, Nienow and Baumbach",2021,2021-01-01,81314.97
Halvorson Group,2021,2021-01-01,720.98
Halvorson and Sons,2021,2021-01-01,7125.44
"Hamill, Tanner and Stracke",2021,2021-01-01,1535.21
Hammes and Sons,2021,2021-01-01,4724.95
Hane - Oberbrunner,2021,2021-01-01,7839.35
Harris LLC,2021,2021-01-01,7141.03
"Harris, Crooks and Ferry",2021,2021-01-01,7875.58
Hartmann - Bergstrom,2021,2021-01-01,27125.96
Hartmann Group,2021,2021-01-01,12760.45
Harvey and Sons,2021,2021-01-01,26006.35
"Hayes, Orn and Cassin",2021,2021-01-01,3819.96
"Hayes, Wilderman and Cremin",2021,2021-01-01,4589.0
Heaney - Borer,2021,2021-01-01,1824.33
Heaney - Dickinson,2021,2021-01-01,1036.84
"Heaney, Robel and Simonis",2021,2021-01-01,8960.55
Heathcote Inc,2021,2021-01-01,58429.78
"Heathcote, Oberbrunner and Considine",2021,2021-01-01,321189.97
Hegmann - Hartmann,2021,2021-01-01,2420.63
"Hegmann, Corwin and Canten",2021,2021-01-01,1020.51
Heidenreich - Bogan,2021,2021-01-01,1491.09
Heidenreich - O'Hara,2021,2021-01-01,9209.23
Heidenreich and Sons,2021,2021-01-01,843.31
"Heidenreich, Hauck and Koelpin",2021,2021-01-01,40.11
Herman - Quitzon,2021,2021-01-01,3293.02
"Hermann, Bernier and Watsica",2021,2021-01-01,67.0
"Hermann, Bogisich and Rosenbaum",2021,2021-01-01,12157.25
"Hermann, Crooks and Pollich",2021,2021-01-01,232.64
"Hermann, Hilll and Klein",2021,2021-01-01,21831.81
"Hermann, Huel and Stiedemann",2021,2021-01-01,13192.05
"Hermiston, Weimann and Lemke",2021,2021-01-01,47847.43
Herzog - Donnelly,2021,2021-01-01,37913.27
Herzog LLC,2021,2021-01-01,11024.2
Hessel Group,2021,2021-01-01,864.37
Hessel LLC,2021,2021-01-01,4205.52
"Hessel, Koss and Littel",2021,2021-01-01,45055.3
"Hessel, Langworth and Abtel",2021,2021-01-01,8731.93
Hettinger LLC,2021,2021-01-01,440.0
"Hilll, Friesen and O'Connell",2021,2021-01-01,27497.32
"Hilll, Kiehn and Douglas",2021,2021-01-01,14029.44
Hills LLC,2021,2021-01-01,5735.72
"Hills, Rempel and Rempel",2021,2021-01-01,1637.49
Hilpert and Sons,2021,2021-01-01,2500.12
Hintz LLC,2021,2021-01-01,1511.14
Hintz and Sons,2021,2021-01-01,5014.97
"Hintz, Bartell and Hudson",2021,2021-01-01,1345.69
"Hintz, Hableton and O'Kon",2021,2021-01-01,4982.05
"Hintz, McDermott and Walsh",2021,2021-01-01,5934.26
Hirthe - Mueller,2021,2021-01-01,3997.69
Hoeger Group,2021,2021-01-01,7770.29
Homenick - Homenick,2021,2021-01-01,5782.84
Homenick - Jacobi,2021,2021-01-01,2224.09
"Howe, Stiedemann and Larson",2021,2021-01-01,8335.41
Hudson - Feil,2021,2021-01-01,7328.08
Hudson Group,2021,2021-01-01,580.59
Hudson and Sons,2021,2021-01-01,13500.99
"Hudson, Kassulke and Lowe",2021,2021-01-01,229.63
Huel - Braun,2021,2021-01-01,4241.62
Huel - Harber,2021,2021-01-01,1738.76
Huel - Simonis,2021,2021-01-01,17777.6
Huel LLC,2021,2021-01-01,58811.12
Huels - Mante,2021,2021-01-01,1397.83
Huels and Sons,2021,2021-01-01,22810.2
"Huels, Pollich and Jacobi",2021,2021-01-01,49121.59
Hyatt - Schmitt,2021,2021-01-01,10378.43
Hyatt - Torphy,2021,2021-01-01,1692.64
Hyatt Group,2021,2021-01-01,1317.54
Hyatt and Sons,2021,2021-01-01,34909.64
"Hyatt, Johns and Lowe",2021,2021-01-01,7344.71
Jacobi - Bogisich,2021,2021-01-01,6690.34
Jacobi Group,2021,2021-01-01,2390.55
"Jacobs, Howe and Bahringer",2021,2021-01-01,21152.95
Jacobson - Harber,2021,2021-01-01,6863.8
Jakubowski LLC,2021,2021-01-01,4254.66
Jaskolski - Auer,2021,2021-01-01,1396.83
Jaskolski Group,2021,2021-01-01,5296.51
Jaskolski LLC,2021,2021-01-01,1469.02
"Jaskolski, Raynor and Wehner",2021,2021-01-01,11851.47
Jast - Balistreri,2021,2021-01-01,15379.14
Jast Group,2021,2021-01-01,5636.44
Jenkins - Kertzmann,2021,2021-01-01,2129.84
Jenkins Group,2021,2021-01-01,6290.06
Jerde - Jacobi,2021,2021-01-01,2809.0
Johns LLC,2021,2021-01-01,47335.69
"Johns, Hand and Welch",2021,2021-01-01,655.79
"Johns, Mayert and Hegmann",2021,2021-01-01,2668.0
Johnson - Kulas,2021,2021-01-01,1162.18
Johnson LLC,2021,2021-01-01,3137.6
"Johnson, Farrell and Zieme",2021,2021-01-01,19057.68
Johnston Group,2021,2021-01-01,15206.68
Jones LLC,2021,2021-01-01,23732.02
"Kautzer, Bartell and Schmeler",2021,2021-01-01,16875.23
"Kautzer, Lemke and Hyatt",2021,2021-01-01,1678.0
"Kautzer, Mante and Agarwal",2021,2021-01-01,1467.02
Keebler Inc,2021,2021-01-01,21641.15
"Keebler, Reichel and Butler",2021,2021-01-01,167.46
Keeling - Jacobson,2021,2021-01-01,1054.89
Keeling - Koelpin,2021,2021-01-01,1449.97
"Keeling, Jakubowski and Crist",2021,2021-01-01,10835.69
Kemmer Group,2021,2021-01-01,12504.54
Kerluke - Friesen,2021,2021-01-01,5883.12
Kerluke Group,2021,2021-01-01,15612.77
Kessler - Fahey,2021,2021-01-01,2583.86
Kessler and Sons,2021,2021-01-01,2292.28
"Kessler, Steuber and Abbott",2021,2021-01-01,13682.24
Kihn - Gaverman,2021,2021-01-01,2106.59
